City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Khandbari,NP,27.3747,87.2039,47.21,77,65,2.33,broken clouds
345,Goderich,CA,43.7501,-81.7165,23.92,68,84,5.75,broken clouds
346,Mariental,NA,-24.6333,17.9667,75.52,65,45,11.52,light rain
347,Marsh Harbour,BS,26.5412,-77.0636,63.43,57,98,9.44,overcast clouds
348,Sulangan,PH,11.1373,123.7228,80.82,78,52,8.05,broken clouds
349,Hualmay,PE,-11.0964,-77.6139,71.56,80,100,9.78,overcast clouds
350,Zhovti Vody,UA,48.3473,33.5003,26.96,91,48,13.42,scattered clouds
351,Beidao,CN,34.5686,105.8933,9.19,95,83,1.05,broken clouds
352,Sumenep,ID,-7.0167,113.8667,79.45,85,100,6.51,overcast clouds
353,Bulgan,MN,48.8125,103.5347,-10.41,88,4,3.96,clear sky
354,Sabang,ID,5.8933,95.3214,81.16,76,90,9.75,overcast clouds
355,Rawson,AR,-43.3002,-65.1023,59.95,36,57,4.38,broken clouds
356,Arlit,NE,18.7369,7.3853,61.95,15,1,10.65,clear sky
357,Oranjestad,AW,12.524,-70.027,78.62,76,26,16.15,scattered clouds
358,Rach Gia,VN,10.0167,105.0833,71.55,91,9,7.76,clear sky
359,Tezu,IN,27.9167,96.1667,50.79,54,19,3.58,few clouds
360,Wattegama,LK,6.7989,81.4808,71.64,96,21,4.07,few clouds
361,Laurel,US,39.0993,-76.8483,30.96,54,100,3.44,overcast clouds
362,Touros,BR,-5.1989,-35.4608,79.7,78,18,11.97,few clouds
363,Sola,VU,-13.8833,167.55,83.07,84,75,4.61,broken clouds
364,Prainha,BR,-1.8,-53.48,74.41,93,80,3.85,broken clouds
365,Corowa,AU,-36.0333,146.3833,83.57,58,2,8.21,clear sky
366,Porto Santo,PT,33.072,-16.3415,64.31,82,20,18.41,few clouds
367,Kieta,PG,-6.2167,155.6333,84.99,71,100,7.02,overcast clouds
368,Mosquera,CO,4.7059,-74.2302,60.89,59,40,9.22,scattered clouds
369,Saint-Pierre,RE,-21.3393,55.4781,76.68,78,20,8.05,few clouds
370,Alyangula,AU,-13.8483,136.4192,84.07,84,75,9.22,broken clouds
371,Hofn,IS,64.2539,-15.2082,27.39,50,18,23.53,few clouds
372,Olafsvik,IS,64.8945,-23.7142,27.54,55,100,25.48,overcast clouds
373,Dillon,US,34.4166,-79.3712,46.38,57,5,8.21,clear sky
374,Evensk,RU,61.95,159.2333,20.84,80,100,22.06,overcast clouds
375,Maumere,ID,-8.6199,122.2111,81.3,81,94,11.81,overcast clouds
376,Bay City,US,43.5945,-83.8889,27.16,68,100,5.75,overcast clouds
377,Sorland,NO,67.667,12.6934,34.02,46,81,5.46,broken clouds
378,Mahina,PF,-17.5065,-149.489,85.77,62,75,14.97,broken clouds
379,Komsomolskiy,UZ,40.4272,71.7189,32.72,86,100,2.3,fog
380,Sabla,NG,12.7525,4.7077,69.12,12,41,13.27,scattered clouds
381,Tapes,BR,-30.6733,-51.3958,73.36,69,18,17.78,few clouds
382,Pittsburg,US,38.028,-121.8847,65.39,51,0,1.01,clear sky
383,Palmira,CO,3.5394,-76.3036,78.28,57,75,10.36,broken clouds
384,Sabzevar,IR,36.2126,57.6819,35.89,48,0,0.31,clear sky
385,Honningsvag,NO,70.9821,25.9704,33.28,63,33,16.37,light snow
386,Fartura,BR,-23.3883,-49.51,68.92,98,99,6.96,overcast clouds
387,Bozuyuk,TR,39.9078,30.0367,22.26,91,59,5.68,broken clouds
388,Lhokseumawe,ID,5.1801,97.1507,75.4,86,86,4.09,overcast clouds
389,Castro Alves,BR,-12.7656,-39.4283,73.13,90,31,5.68,scattered clouds
390,Apen,DE,53.2167,7.8,38.32,82,100,12.3,overcast clouds
391,Gamba,GA,-2.65,10.0,77.67,84,100,3.56,overcast clouds
392,Vila Velha,BR,-20.3297,-40.2925,78.94,87,20,5.75,few clouds
393,Wenatchee,US,47.4235,-120.3103,34.18,82,100,1.01,overcast clouds
394,Alofi,NU,-19.0595,-169.9187,73.29,94,100,11.5,overcast clouds
395,Juneau,US,58.3019,-134.4197,35.6,94,100,3.44,snow
396,Sao Filipe,CV,14.8961,-24.4956,71.4,72,100,14.32,overcast clouds
397,Muros,ES,42.7762,-9.0603,49.84,66,0,6.64,clear sky
398,Ahome,MX,25.9167,-109.1833,70.34,42,90,11.1,overcast clouds
399,Dunedin,NZ,-45.8742,170.5036,68.2,68,2,7.14,clear sky
400,Kalmunai,LK,7.4167,81.8167,76.06,87,48,4.54,scattered clouds
401,Olga,RU,43.7444,135.2892,11.82,54,4,12.35,clear sky
402,Dejen,ET,10.1667,38.1333,55.36,37,18,3.36,few clouds
403,Demyansk,RU,57.643,32.466,24.04,95,99,6.2,light snow
404,Ayios Ioannis,CY,34.8959,33.0204,39.88,83,98,2.68,overcast clouds
405,Carndonagh,IE,55.25,-7.2667,41.77,73,88,28.5,overcast clouds
406,Meulaboh,ID,4.1363,96.1285,76.03,87,76,4.29,broken clouds
407,Port Hedland,AU,-20.3167,118.5667,86.05,70,96,11.5,overcast clouds
408,Saurimo,AO,-9.6608,20.3916,63.01,97,96,2.44,light rain
409,Palm Beach,US,26.6503,-80.4498,57.22,52,0,5.12,clear sky
410,Maracaibo,VE,10.6317,-71.6406,78.13,74,4,12.8,clear sky
411,Altar,MX,30.7,-111.8167,67.8,18,0,12.03,clear sky
412,Kirakira,SB,-10.4544,161.9205,83.95,76,88,5.73,overcast clouds
413,Garbolovo,RU,60.3413,30.4955,26.69,96,100,6.53,overcast clouds
414,San Quintin,MX,30.4833,-115.95,62.67,54,1,10.29,clear sky
415,Shakhtinsk,KZ,49.71,72.5872,14.56,93,100,12.17,overcast clouds
416,Chapais,CA,49.7834,-74.8492,-2.42,92,100,8.25,overcast clouds
417,Winneba,GH,5.3511,-0.6231,81.07,76,100,4.92,overcast clouds
418,Antofagasta,CL,-23.65,-70.4,67.28,83,16,5.93,few clouds
419,Semnan,IR,35.5729,53.3971,31.84,43,0,2.3,clear sky
420,Coahuayana,MX,18.7333,-103.6833,81.95,41,0,4.43,clear sky
421,Maningrida,AU,-12.0667,134.2667,79.95,87,100,14.99,overcast clouds
422,Mingaora,PK,34.7758,72.3625,45.99,40,100,6.35,overcast clouds
423,Comodoro Rivadavia,AR,-45.8667,-67.5,60.66,36,20,10.36,few clouds
424,Dongsheng,CN,39.8161,109.9776,6.33,49,0,16.75,clear sky
425,Manalongon,PH,9.2209,122.886,79.99,79,8,2.82,clear sky
426,Lake Havasu City,US,34.4839,-114.3224,74.01,6,0,8.01,clear sky
427,Sanmenxia,CN,34.7747,111.1814,26.69,50,40,4.18,scattered clouds
428,Ondjiva,AO,-17.0667,15.7333,71.53,48,100,11.7,overcast clouds
429,Vestmannaeyjar,IS,63.4427,-20.2734,31.77,63,100,36.86,light snow
430,Hirado,JP,33.3597,129.5531,45.39,49,10,15.05,clear sky
431,Teguise,ES,29.0605,-13.564,59.22,51,0,4.61,haze
432,Porgera,PG,-5.4667,143.2,50.2,76,100,2.21,overcast clouds
433,Astoria,US,46.1879,-123.8313,47.62,94,100,8.01,moderate rain
434,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.81,96,100,2.68,overcast clouds
435,Chumikan,RU,54.7183,135.315,-2.4,82,100,18.9,overcast clouds
436,Srednekolymsk,RU,67.45,153.6833,-29.74,100,100,1.86,overcast clouds
437,Cortes,ES,41.9395,-1.4396,49.03,80,0,13.69,clear sky
438,Padang,ID,-0.9492,100.3543,73.45,87,97,3.49,very heavy rain
439,Fairbanks,US,64.8378,-147.7164,-7.4,75,0,0.0,clear sky
440,Huarmey,PE,-10.0681,-78.1522,71.22,84,100,8.05,overcast clouds
441,Makokou,GA,0.5738,12.8642,72.01,74,100,2.93,overcast clouds
442,San Felipe,VE,10.3399,-68.7425,67.41,91,23,3.62,few clouds
443,Nieves,PH,15.3274,120.9485,76.26,79,79,3.96,broken clouds
444,Kambia,SL,9.1167,-12.9167,73.44,94,22,4.23,few clouds
445,Hervey Bay,AU,-25.2986,152.8535,88.03,71,17,6.87,few clouds
446,Khani,GE,41.9563,42.9566,31.57,82,100,7.34,overcast clouds
447,Caldelas,PT,41.671,-8.3815,49.3,55,1,4.27,clear sky
448,Solnechnyy,RU,50.7214,136.6319,-4.47,96,90,2.57,overcast clouds
449,Bam,IR,29.106,58.357,48.02,37,0,1.1,clear sky
450,Shingu,JP,33.7333,135.9833,43.92,55,30,5.28,scattered clouds
451,Urusha,RU,54.05,122.9,-9.22,94,96,3.44,overcast clouds
452,Bulawayo,ZW,-20.15,28.5833,63.05,86,94,9.78,overcast clouds
453,Hungund,IN,16.0667,76.05,67.12,50,2,1.63,clear sky
454,Williams Lake,CA,52.1415,-122.1445,36.97,80,100,1.99,overcast clouds
455,Paralimni,CY,35.0375,33.9833,52.09,84,100,5.01,overcast clouds
456,Trairi,BR,-3.2778,-39.2689,77.41,88,100,8.68,overcast clouds
457,Tahe,CN,52.3333,124.7333,-6.25,91,94,4.25,overcast clouds
458,Bundaberg,AU,-24.85,152.35,88.21,62,75,1.99,broken clouds
459,Salinopolis,BR,-0.6136,-47.3561,76.87,89,100,10.33,moderate rain
460,Goure,NE,13.9835,10.2704,63.01,15,4,10.4,clear sky
461,Kemijarvi,FI,66.7131,27.4306,-0.87,99,100,2.39,overcast clouds
462,Anshun,CN,26.25,105.9333,30.65,96,97,2.57,overcast clouds
463,Acapulco,MX,16.8634,-99.8901,81.36,65,1,6.71,clear sky
464,Anadyr,RU,64.75,177.4833,-14.01,75,0,6.71,clear sky
465,Kamina,CD,-8.7386,24.9906,63.0,97,100,0.96,overcast clouds
466,Concarneau,FR,47.875,-3.9225,50.83,73,100,9.48,overcast clouds
467,Rocky Mountain House,CA,52.3668,-114.9188,47.95,60,80,4.61,broken clouds
468,College,US,64.8569,-147.8028,-6.77,77,0,0.0,clear sky
469,Eucaliptus,BO,-17.5833,-67.5167,51.49,78,100,9.91,overcast clouds
470,Boa Vista,BR,2.8197,-60.6733,87.78,45,20,5.75,few clouds
471,Namanga,KE,-2.5433,36.7905,66.47,75,95,3.91,overcast clouds
472,Lyngseidet,NO,69.5763,20.2189,23.09,68,34,9.26,scattered clouds
473,Mareeba,AU,-17.0,145.4333,86.32,79,99,1.34,overcast clouds
474,Moose Factory,CA,51.2585,-80.6094,-9.4,70,0,5.75,clear sky
475,Namibe,AO,-15.1961,12.1522,72.27,73,100,6.82,overcast clouds
476,Halifax,CA,44.6453,-63.5724,25.21,78,87,4.0,overcast clouds
477,Eenhana,NA,-17.4667,16.3333,69.55,84,100,5.23,overcast clouds
478,Moctezuma,MX,29.8,-109.6667,68.05,23,14,10.42,few clouds
479,Ust-Uda,RU,54.1742,103.0304,-5.62,99,100,1.7,overcast clouds
480,Senno,RU,59.5336,33.9167,22.26,93,100,9.19,snow
481,Koutsouras,GR,35.0339,25.9469,51.12,82,12,5.75,few clouds
482,Jieshi,CN,22.8134,115.8257,51.94,67,97,14.79,overcast clouds
483,Joshimath,IN,30.5667,79.5667,37.08,55,40,6.02,scattered clouds
484,Rocha,UY,-34.4833,-54.3333,67.93,82,0,10.6,clear sky
485,Ystad,SE,55.4297,13.8204,34.54,72,36,9.4,scattered clouds
486,Rimavska Sobota,SK,48.3828,20.0224,39.76,65,21,12.08,few clouds
487,Dhidhdhoo,MV,6.8833,73.1,81.18,75,29,9.24,scattered clouds
488,Saint-Augustin,CA,51.226,-58.6502,11.95,82,99,28.32,overcast clouds
489,Darhan,MN,49.4867,105.9228,-16.91,99,44,3.58,scattered clouds
490,Cidreira,BR,-30.1811,-50.2056,73.76,70,4,18.7,clear sky
491,Necochea,AR,-38.5473,-58.7368,65.03,64,81,22.64,broken clouds
492,Tessalit,ML,20.1986,1.0114,67.48,15,20,9.46,few clouds
493,Ewa Beach,US,21.3156,-158.0072,80.55,56,75,11.01,broken clouds
494,Grand Forks,US,47.9417,-97.4337,13.93,79,40,13.8,scattered clouds
495,Mayumba,GA,-3.432,10.6554,76.64,87,99,0.58,light rain
496,Pokhara,NP,28.2333,83.9833,51.15,70,84,0.54,broken clouds
497,Sept-Iles,CA,50.2001,-66.3821,10.06,67,75,8.01,broken clouds
498,Tuy Hoa,VN,13.0833,109.3,74.41,87,53,2.19,broken clouds
499,Kasongo-Lunda,CD,-6.4667,16.8167,71.15,90,100,2.19,overcast clouds
500,Phangnga,TH,8.4509,98.5298,84.9,91,54,3.4,broken clouds
501,Murud,IN,18.3258,72.965,68.34,61,0,5.66,clear sky
502,Guanica,PR,17.9716,-66.908,79.23,78,55,3.0,broken clouds
503,Llanes,ES,43.4198,-4.7549,51.89,79,63,4.25,broken clouds
504,Russell,US,32.3502,-85.1999,60.08,31,0,3.44,clear sky
505,Zanjan,IR,36.6736,48.4787,12.49,96,34,4.25,scattered clouds
506,Muisne,EC,0.6,-80.0333,76.46,84,100,4.5,light rain
507,Carsamba,TR,41.1989,36.7219,38.14,79,97,6.29,light rain
508,Florence,IT,43.7667,11.25,51.31,93,100,4.61,overcast clouds
509,Catio,GW,11.2833,-15.25,73.54,78,37,5.97,scattered clouds
510,Huntington,US,38.4193,-82.4452,36.0,72,81,2.44,broken clouds
511,Champerico,GT,14.3,-91.9167,86.54,71,4,8.88,clear sky
512,Laguna,US,38.421,-121.4238,65.97,52,0,1.99,clear sky
513,Isabela,PH,6.7085,121.9711,77.05,74,15,1.5,few clouds
514,Bilma,NE,18.6853,12.9164,56.84,18,0,17.81,clear sky
515,Boljevac,RS,43.8303,21.9531,38.86,81,43,10.78,scattered clouds
516,Vardo,NO,70.3705,31.1107,26.8,62,98,13.38,overcast clouds
517,Aswan,EG,24.0934,32.907,55.18,40,100,9.4,overcast clouds
518,Tsiroanomandidy,MG,-18.7667,46.0333,68.49,90,52,3.38,broken clouds
519,Rexburg,US,43.826,-111.7897,22.26,49,0,5.75,clear sky
520,Longhua,CN,23.6137,114.1919,47.1,63,99,2.55,light rain
521,Isangel,VU,-19.55,169.2667,82.51,94,100,4.61,overcast clouds
522,Banda Aceh,ID,5.5577,95.3222,76.42,81,64,7.09,broken clouds
523,Fort Nelson,CA,58.8053,-122.7002,-0.81,78,75,11.5,light snow
524,Ashland,US,40.8167,-82.2665,21.34,79,74,2.8,broken clouds
525,Tiszakarad,HU,48.2,21.7167,40.69,69,47,7.85,scattered clouds
526,Cockburn Town,TC,21.4612,-71.1419,75.16,69,75,13.8,broken clouds
527,Thaba Nchu,ZA,-29.2093,26.839,63.23,75,100,5.37,light rain
528,Punta Alta,AR,-38.8759,-62.0736,62.6,56,62,8.75,broken clouds
529,Ivybridge,GB,50.3904,-3.9191,48.4,88,87,20.07,overcast clouds
530,Camocim,BR,-2.9022,-40.8411,76.51,78,99,8.9,overcast clouds
531,Kenora,CA,49.8167,-94.4337,15.19,73,100,9.22,overcast clouds
532,Isla Mujeres,MX,21.2311,-86.731,71.17,63,91,9.8,overcast clouds
533,Beyneu,KZ,45.3167,55.2,32.88,81,100,15.48,overcast clouds
534,Bezdan,RS,45.8502,18.9259,40.51,61,5,12.71,clear sky
535,Nizwa,OM,22.9333,57.5333,66.04,46,0,0.92,clear sky
536,Barcelos,PT,41.5388,-8.6151,47.84,64,1,3.33,clear sky
537,Itapora,BR,-22.0799,-54.7874,74.17,89,43,4.38,scattered clouds
538,Itarema,BR,-2.9248,-39.9167,77.65,82,100,9.82,overcast clouds
539,Lerik,AZ,38.7726,48.4128,19.04,65,51,11.12,broken clouds
540,Madridejos,ES,39.4682,-3.532,43.32,27,0,5.26,clear sky
541,Kankon,IN,15.0167,74.0167,71.4,62,11,5.95,few clouds
542,Waingapu,ID,-9.6567,120.2641,81.23,77,100,14.03,overcast clouds
543,Makakilo City,US,21.3469,-158.0858,79.12,56,75,12.66,broken clouds
544,Alegrete,BR,-29.7831,-55.7919,77.23,51,0,9.19,clear sky
545,Seoul,KR,37.5683,126.9778,16.99,79,0,1.14,clear sky
546,Doha,QA,25.2867,51.5333,62.58,63,0,5.75,clear sky
547,Santa Maria,BR,-29.6842,-53.8069,74.5,78,20,5.75,few clouds
548,Boyolangu,ID,-8.1181,111.8935,77.94,87,100,0.76,overcast clouds
549,Qandala,SO,11.472,49.8728,73.51,80,96,5.1,overcast clouds
550,Ushtobe,KZ,45.2514,77.9838,23.79,96,30,6.22,scattered clouds
551,Sault Sainte Marie,CA,46.5168,-84.3333,19.69,73,100,6.91,overcast clouds
552,Killybegs,IE,54.6333,-8.45,43.45,73,91,27.29,overcast clouds
553,Harer,ET,9.3094,42.1258,55.9,40,35,6.49,scattered clouds
554,Faanui,PF,-16.4833,-151.75,80.98,71,17,11.61,few clouds
555,Orichi,RU,58.4036,49.0572,8.31,97,89,4.65,overcast clouds
556,Lensk,RU,60.7253,114.9278,-6.02,98,97,3.51,overcast clouds
557,Bukachacha,RU,52.9833,116.9167,-15.93,97,8,3.62,clear sky
558,Turkan,AZ,40.3639,50.215,35.78,93,20,0.0,mist
559,Whitehorse,CA,60.7161,-135.0538,7.81,70,75,11.01,light snow
560,General Pico,AR,-35.6566,-63.7568,78.69,22,5,14.25,clear sky
561,West Helena,US,34.5507,-90.6418,49.95,54,76,4.94,broken clouds
562,The Pas,CA,53.8251,-101.2541,8.62,85,100,4.61,light snow
563,Arkhangelsk,RU,64.5401,40.5433,15.91,92,100,2.24,light snow
564,Humboldt,US,40.6665,-123.9178,47.61,58,82,4.38,broken clouds
565,Lac Du Bonnet,CA,50.2536,-96.0612,11.12,95,95,5.01,overcast clouds
566,Quatre Cocos,MU,-20.2078,57.7625,78.91,82,100,16.84,light rain
567,Biak,ID,-0.9131,122.8766,80.17,71,99,6.62,overcast clouds
568,Kananga,CD,-5.8958,22.4178,66.74,90,91,3.2,overcast clouds
569,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,80,64,15.43,broken clouds
570,Merauke,ID,-8.4667,140.3333,83.03,70,99,6.62,overcast clouds
571,Pyapon,MM,16.2833,95.6833,61.18,85,46,4.05,scattered clouds
572,Makinsk,KZ,52.6292,70.4169,0.93,97,90,11.7,overcast clouds
573,Inskoy,RU,54.4297,86.44,-3.46,96,44,5.21,scattered clouds
574,Jacareacanga,BR,-6.2222,-57.7528,71.44,98,100,1.68,overcast clouds
575,Cabedelo,BR,-6.9811,-34.8339,79.47,75,10,10.94,clear sky
576,Pajan,EC,-1.5667,-80.4167,73.29,93,100,2.62,overcast clouds
577,Mezhdurechenskiy,RU,59.6,65.9333,-5.04,100,100,1.1,overcast clouds
578,Mukdahan,TH,16.5833,104.5,68.02,79,81,5.97,broken clouds
579,Entre Rios,BR,-11.9419,-38.0844,73.76,90,45,7.0,scattered clouds
580,San Jose,US,37.3394,-121.895,66.76,51,20,1.99,haze
581,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,37.33,58,0,3.69,clear sky
582,Verkhnevilyuysk,RU,63.4453,120.3167,-25.96,100,42,3.22,scattered clouds
583,Shihezi,CN,44.3,86.0333,3.31,92,90,1.88,overcast clouds
584,Lodwar,KE,3.1191,35.5973,81.05,44,84,6.2,broken clouds
585,Coquimbo,CL,-29.9533,-71.3436,64.13,82,0,11.5,clear sky
586,Saint-Joseph,RE,-21.3667,55.6167,75.58,83,23,11.39,few clouds
587,Kahului,US,20.8947,-156.47,78.67,54,9,11.74,clear sky
588,Aden,YE,12.7794,45.0367,76.46,71,40,14.47,scattered clouds
589,Manggar,ID,-2.8833,108.2667,79.34,80,77,7.14,broken clouds
590,Puntarenas,CR,9.9763,-84.8384,85.93,68,48,4.27,scattered clouds
591,Majene,ID,-3.5403,118.9707,80.19,78,99,4.81,overcast clouds
592,Svencionys,LT,55.15,26.1667,29.32,98,100,6.2,light snow
593,Richards Bay,ZA,-28.783,32.0377,70.86,88,99,6.17,overcast clouds
594,Sussex,US,41.1834,-74.6663,20.66,60,70,1.99,broken clouds
595,La Rioja,ES,42.25,-2.5,36.05,65,0,5.57,clear sky
596,Swellendam,ZA,-34.0226,20.4417,68.38,81,81,8.05,broken clouds
597,Rio Grande,BR,-32.035,-52.0986,73.94,77,14,21.18,few clouds
598,Glendive,US,47.1053,-104.7125,41.63,74,100,3.49,overcast clouds
599,Santo Amaro,BR,-12.5467,-38.7119,84.24,89,50,5.75,scattered clouds
600,Sinazongwe,ZM,-17.2614,27.4618,71.92,91,100,4.92,moderate rain
601,Baraboo,US,43.4711,-89.7443,26.74,68,100,0.0,overcast clouds
602,Simdega,IN,22.6167,84.5167,53.08,38,26,3.71,scattered clouds
603,Nanortalik,GL,60.1432,-45.2371,19.22,74,100,20.92,light snow
604,Nuuk,GL,64.1835,-51.7216,0.16,78,100,11.95,overcast clouds
605,Awbari,LY,26.5921,12.7805,44.33,53,0,3.89,clear sky
606,Mattru,SL,7.6244,-11.8332,73.15,93,13,2.15,few clouds
607,Verkhnyaya Balkariya,RU,43.1279,43.4573,22.12,79,29,13.78,scattered clouds
608,Karema,TZ,-6.8205,30.4389,70.25,88,100,1.3,light rain
609,Tura,IN,25.5198,90.2201,51.24,59,2,3.2,clear sky
610,Neuquen,AR,-38.9516,-68.0591,76.89,15,0,12.66,clear sky
611,Kimbe,PG,-5.5502,150.1429,81.99,80,100,3.96,light rain
612,Buala,SB,-8.145,159.5921,85.28,69,99,4.45,light rain
613,Mangrol,IN,21.1167,70.1167,64.24,70,0,7.94,clear sky
614,Nisia Floresta,BR,-6.0911,-35.2086,79.61,83,21,7.09,few clouds
615,Keti Bandar,PK,24.1447,67.4497,71.06,84,0,13.47,clear sky
616,Rio Esteban,HN,15.8333,-86.3,71.6,89,98,2.59,overcast clouds
617,Ambon,ID,-3.6954,128.1814,87.94,62,20,17.27,few clouds
618,Aljezur,PT,37.3191,-8.8033,53.13,56,1,3.51,clear sky
619,Mandalgovi,MN,45.7625,106.2708,-1.46,81,8,7.87,clear sky
620,Kayes,ML,14.0,-11.0,84.15,9,18,14.05,few clouds
621,Contamana,PE,-7.3333,-75.0167,72.63,96,100,2.73,overcast clouds
622,Hit,IQ,33.6416,42.8251,47.98,63,0,6.8,clear sky
623,Maniitsoq,GL,65.4167,-52.9,6.66,77,100,15.95,overcast clouds
624,Tias,ES,28.9611,-13.645,62.35,51,0,4.61,haze
625,Kidal,ML,18.4411,1.4078,67.66,15,66,11.5,broken clouds
626,Bilibino,RU,68.0546,166.4372,-11.61,96,74,4.63,broken clouds
627,Amiens,FR,49.9,2.3,44.26,90,98,15.21,overcast clouds
628,Kanelovskaya,RU,46.5908,39.19,36.7,93,100,14.83,overcast clouds
629,Totness,SR,5.8833,-56.3167,76.05,87,68,11.97,broken clouds
630,Jiwani,PK,25.05,61.7417,71.44,81,0,15.52,clear sky
631,Lulea,SE,65.5842,22.1547,5.07,92,0,6.91,clear sky
632,Gumla,IN,23.05,84.55,51.46,40,7,3.18,clear sky
633,Yar-Sale,RU,66.8333,70.8333,-5.6,98,89,7.85,overcast clouds
634,Krasnyy Chikoy,RU,50.3643,108.7512,-13.49,99,100,1.28,overcast clouds
635,Yumen,CN,40.2833,97.2,13.59,44,100,6.8,overcast clouds
636,Tymovskoye,RU,50.8456,142.655,0.52,91,94,3.06,overcast clouds
637,Trenggalek,ID,-8.05,111.7167,78.1,88,100,1.74,overcast clouds
638,Lagunas,PE,-5.2269,-75.6753,79.66,70,98,1.25,overcast clouds
639,Poddorye,RU,57.4695,31.1156,27.03,97,100,4.27,overcast clouds
640,Svetlyy,RU,54.675,20.1347,35.65,72,100,26.15,overcast clouds
641,Brentwood,US,40.7812,-73.2462,24.04,62,17,1.99,few clouds
642,Coaldale,CA,49.7167,-112.6185,47.01,42,75,35.68,broken clouds
643,Muncar,ID,-8.4333,114.3333,78.87,86,100,2.8,overcast clouds
644,Biryusinsk,RU,55.9634,97.8235,-6.39,99,99,1.81,overcast clouds
645,Andreapol,RU,56.6513,32.2664,25.74,97,100,4.5,light snow
646,Lakes Entrance,AU,-37.8811,147.981,82.58,75,57,3.38,broken clouds
647,Penzance,GB,50.1186,-5.5371,47.77,76,89,23.91,overcast clouds
648,Havoysund,NO,70.9963,24.6622,31.08,64,96,14.32,overcast clouds
649,Xining,CN,36.6167,101.7667,9.43,71,68,2.37,broken clouds
650,Galle,LK,6.0367,80.217,76.23,90,21,2.35,few clouds
651,Berga,NO,60.392,5.328,35.65,74,75,4.61,broken clouds
652,Khunti,IN,23.0833,85.2833,48.31,40,20,3.58,few clouds
653,Waounde,SN,15.2637,-12.8682,77.04,11,62,10.42,broken clouds
654,Mastung,PK,29.7994,66.845,43.21,57,3,5.3,clear sky
655,Placido De Castro,BR,-10.3353,-67.1856,73.26,98,100,2.13,overcast clouds
656,Ornskoldsvik,SE,63.2909,18.7153,20.35,86,11,6.91,few clouds
657,Dyersburg,US,36.0345,-89.3856,48.18,58,44,4.88,scattered clouds
658,Teahupoo,PF,-17.8333,-149.2667,80.56,75,90,12.64,overcast clouds
659,Ca Mau,VN,9.1769,105.15,75.18,86,20,5.14,few clouds
660,Loksa,EE,59.5764,25.7214,26.92,94,100,19.39,light snow
661,Channel-Port Aux Basques,CA,47.5702,-59.1367,24.46,79,100,27.51,overcast clouds
662,Tiarei,PF,-17.5333,-149.3333,86.02,74,96,11.39,light rain
663,Kasangulu,CD,-4.5911,15.1708,79.68,92,97,2.86,overcast clouds
664,Bulalacao,PH,12.3254,121.3435,80.13,77,12,15.37,few clouds
665,Grindavik,IS,63.8424,-22.4338,25.27,86,75,31.07,broken clouds
666,Ulaangom,MN,49.9811,92.0667,-26.07,92,90,3.02,overcast clouds
667,Shahrud,IR,36.4182,54.9763,31.23,47,0,2.35,clear sky
668,Corinto,GR,37.9407,22.9573,47.68,81,24,8.93,few clouds
669,Novaya Zaimka,RU,56.4857,66.9241,8.19,96,100,5.66,overcast clouds
670,Zhangjiakou,CN,40.81,114.8794,12.7,60,83,14.5,light snow
671,Ichinoseki,JP,38.9167,141.1333,27.25,68,71,11.01,broken clouds
672,Mendeleyevsk,RU,55.9082,52.2905,16.84,97,98,1.21,overcast clouds
673,Marawi,PH,7.9986,124.2928,66.65,83,44,1.41,scattered clouds
674,Angoche,MZ,-16.2325,39.9086,76.03,85,1,2.42,clear sky
675,Twentynine Palms,US,34.1356,-116.0542,72.95,8,0,5.01,clear sky
676,Mugur-Aksy,RU,50.35,90.5,-7.4,61,3,5.77,clear sky
677,Sawakin,SD,19.1059,37.3321,68.9,68,35,8.86,scattered clouds
678,Homer,US,59.6425,-151.5483,24.08,90,49,3.29,scattered clouds
679,Roswell,US,34.0232,-84.3616,51.71,46,0,8.03,clear sky
680,Tabuk,PH,17.4189,121.4443,70.68,87,54,5.82,broken clouds
681,Tambacounda,SN,13.7539,-13.7586,86.05,14,62,6.91,broken clouds
682,Xuddur,SO,4.1213,43.8894,67.8,60,100,13.49,overcast clouds
683,Kipushi,CD,-11.7667,27.2333,62.15,98,100,3.29,light rain
684,Portales,US,34.1862,-103.3344,50.94,19,100,7.05,overcast clouds
685,Ikongo,MG,-21.8833,47.4333,66.81,91,63,1.52,broken clouds
686,Kumluca,TR,36.3703,30.2869,47.68,85,97,2.91,overcast clouds
687,Inhambane,MZ,-23.865,35.3833,74.46,82,47,6.71,scattered clouds
688,Progreso,MX,21.2833,-89.6667,71.11,60,0,12.44,clear sky
689,Praia,CV,14.9215,-23.5087,70.34,68,75,19.57,broken clouds
690,Rutul,RU,41.5357,47.4239,20.3,80,53,8.39,broken clouds
691,Puerto Leguizamo,CO,-0.1934,-74.7819,81.77,60,100,1.59,overcast clouds
692,Udachnyy,RU,66.4167,112.4,-30.48,100,84,2.98,broken clouds
693,Nabire,ID,-3.3667,135.4833,78.28,78,100,2.39,overcast clouds
694,Chilpancingo,MX,17.55,-99.5,69.82,71,36,5.35,scattered clouds
